time,water_depth_basin1,water_depth_basin2,orifice_setting,rain,forecast_low,forecast_high,forecast_int,water_depth_stream1_reported,water_depth_stream1_true,nn_active
2019-09-08 08:00,0.22282184154580462,0.04930480612089225,0.2499999999999999,0.0,361,361,0.0,0.021454146096168844,0.021454146096168844,0
2019-09-08 08:30,0.21696671671318304,0.04839287357708105,0.2499999999999999,0.0,361,361,0.0,0.021062400808873796,0.021062400808873796,0
2019-09-08 09:00,0.21100030996192493,0.0475785588665659,0.2499999999999999,0.0,361,361,0.0,0.020748544663504783,0.020748544663504783,0
2019-09-08 09:30,0.20493227479190623,0.046853116018680224,0.2499999999999999,0.0,361,361,0.0,0.020489425130854944,0.020489425130854944,0
2019-09-08 10:00,0.1987721009770011,0.04620376623162149,0.2499999999999999,0.0,361,361,0.0,0.020268926970199656,0.020268926970199656,0
2019-09-08 10:30,0.19252945480892134,0.04561736681518363,0.2499999999999999,0.0,361,361,0.0,0.02007575505897386,0.02007575505897386,0
2019-09-08 11:00,0.18621446873049316,0.045081984636045805,0.2499999999999999,0.0,361,361,0.0,0.01990194945374784,0.01990194945374784,0
2019-09-08 11:30,0.17983800305061381,0.04458744059689149,0.2499999999999999,0.0,361,361,0.0,0.019741876171924633,0.019741876171924633,0
2019-09-08 12:00,0.17341189468339682,0.04412536504500774,0.2499999999999999,0.0,361,361,0.0,0.019591533625001028,0.019591533625001028,0
2019-09-08 12:30,0.16694920240891795,0.043689037971205186,0.2499999999999999,0.0,361,361,0.0,0.019448072005547313,0.019448072005547313,0
2019-09-08 13:00,0.16046445371060442,0.04327315171161392,0.2499999999999999,0.0,361,361,0.0,0.01930945823531659,0.01930945823531659,0
2019-09-08 13:30,0.15397389390188082,0.04287356339858243,0.2499999999999999,0.0,361,361,0.0,0.019174241448376313,0.019174241448376313,0
2019-09-08 14:00,0.14749573328127802,0.042487067762567866,0.2499999999999999,0.0,361,361,0.0,0.019041388499459126,0.019041388499459126,0
2019-09-08 14:30,0.14105038178869306,0.042111201968109066,0.2499999999999999,0.0,361,361,0.0,0.018910168594059192,0.018910168594059192,0
2019-09-08 15:00,0.1346606524739365,0.04174408466190377,0.2499999999999999,0.0,361,361,0.0,0.01878007258867771,0.01878007258867771,0
2019-09-08 15:30,0.12835190458906412,0.041384286930141394,0.2499999999999999,0.0,361,361,0.0,0.01865075688589884,0.01865075688589884,0
2019-09-08 16:00,0.1221520842444112,0.04103073104009486,0.2499999999999999,0.0,361,361,0.0,0.018522004828663185,0.018522004828663185,0
2019-09-08 16:30,0.11609160615914432,0.040682612383407084,0.2499999999999999,0.0,361,361,0.0,0.018393700516743744,0.018393700516743744,0
2019-09-08 17:00,0.11020300649044248,0.040339340232085553,0.2499999999999999,0.0,361,361,0.0,0.01826581131055449,0.01826581131055449,0
